pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms_Contested
AEBH104268,12,0,2000,PRADIP KR. DAS,Bihar,KASBA,BJP,BJP,32222,M,1,2,2,FALSE,TRUE,24.54,5669,4.32,,2
AEBH104269,12,0,2000,DILIP KUMAR YADAV,Bihar,DHAMDAHA,SP,,25411,M,2,1,0,FALSE,FALSE,20.01,9024,7.11,,1
AEBH105977,12,0,2000,SHAILESH KUMAR,Bihar,BIHPUR,RJD,,39637,M,1,1,1,FALSE,FALSE,38.25,17478,16.86,,1
AEBH105978,12,0,2000,VIJAYENDRA KUMAR SINGH YADAV,Bihar,SANDESH,RJD,,47393,M,1,1,1,FALSE,FALSE,41.52,15037,13.17,,1
AEBR12875,12,0,2000,RAJESH SINGH,Bihar,DHANAHA,BSP,,15034,M,1,1,1,FALSE,FALSE,22.35,3747,5.57,,1
AEBR12877,12,0,2000,SHYAM NARAIN PD.,Bihar,DHANAHA,RJD,,10374,M,3,1,0,FALSE,FALSE,15.42,746,1.11,,1
AEBR12878,12,0,2000,MUKESH KUMAR,Bihar,DHANAHA,SAP,,9628,M,4,1,0,FALSE,FALSE,14.31,5705,8.48,,1
AEBR12882,12,0,2000,YASWANT NARAIN,Bihar,DHANAHA,INC,,3317,M,8,1,0,FALSE,FALSE,4.93,1383,2.06,,1
AEBR12892,12,0,2000,NAND KISHORE CHAUDHARY,Bihar,BAGHA,SAP,,13232,M,3,1,0,FALSE,FALSE,11.1,11000,9.23,,1
AEBR12902,12,0,2000,BRIJ KISHORE,Bihar,RAMNAGAR,BSP,,3871,M,4,1,0,FALSE,FALSE,3.72,304,0.29,,1
AEBR12903,12,0,2000,TEJ PRATAP SINGH,Bihar,RAMNAGAR,CPI,,3567,M,5,1,0,FALSE,FALSE,3.43,1708,1.64,,1
AEBR12904,12,0,2000,PRABHAT DWIVEDI,Bihar,RAMNAGAR,INC,,1859,M,6,1,0,FALSE,FALSE,1.79,915,0.88,,1
AEBR12906,12,0,2000,DAYANAND DWIVEDI,Bihar,RAMNAGAR,CPI(ML)(L),,845,M,8,1,0,FALSE,FALSE,0.81,183,0.18,,1
AEBR12912,12,0,2000,BHAGIRATHI DEVI,Bihar,SHIKARPUR,BJP,,35377,F,1,1,1,FALSE,FALSE,37.02,13308,13.93,,1
AEBR12914,12,0,2000,MATHURA RAM,Bihar,SHIKARPUR,INC,,10794,M,3,1,0,FALSE,FALSE,11.29,520,0.54,,1
AEBR12915,12,0,2000,OM PRAKASH TOOFANI,Bihar,SHIKARPUR,RJD,,10274,M,4,1,0,FALSE,FALSE,10.75,6930,7.25,,1
AEBR12918,12,0,2000,KEDAR RAM,Bihar,SHIKARPUR,CPI(ML)(L),,2998,M,7,1,0,FALSE,FALSE,3.14,991,1.04,,1
AEBR12919,12,0,2000,THAKUR RAM,Bihar,SHIKARPUR,CPI,,2007,M,8,1,0,FALSE,FALSE,2.1,197,0.21,,1
AEBR12920,12,0,2000,MISHRI RAM,Bihar,SHIKARPUR,BSP,,1810,M,9,1,0,FALSE,FALSE,1.89,201,0.21,,1
AEBR12928,12,0,2000,DILIP KR. VARMA,Bihar,SIKTA,BJP,,50592,M,1,1,1,FALSE,FALSE,48.64,26445,25.42,,1
AEBR12929,12,0,2000,MOTIUR RAHMAN,Bihar,SIKTA,CPI(ML)(L),,24147,M,2,1,0,FALSE,FALSE,23.21,18009,17.31,,1
AEBR12930,12,0,2000,ABBAS AHMAD,Bihar,SIKTA,RJD,,6138,M,3,1,0,FALSE,FALSE,5.9,1194,1.15,,1
AEBR12939,12,0,2000,SAMSUZAMA,Bihar,SIKTA,BSP,,700,M,12,1,0,FALSE,FALSE,0.67,84,0.08,,1
AEBR12940,12,0,2000,ABDUL HAI AKHTAR,Bihar,SIKTA,INC,,616,M,13,1,0,FALSE,FALSE,0.59,341,0.33,,1
AEBR12944,12,0,2000,RAN VIJAYA SHAHI,Bihar,LAURIA,RJD,,25520,M,2,1,0,FALSE,FALSE,26.29,527,0.54,,1
AEBR12945,12,0,2000,PRADEEP SINGH,Bihar,LAURIA,SAP,,24993,M,3,1,0,FALSE,FALSE,25.75,23244,23.95,,1
AEBR12946,12,0,2000,LALBABU KAUSHAL,Bihar,LAURIA,BSP,,1749,M,4,1,0,FALSE,FALSE,1.8,1064,1.1,,1
AEBR12949,12,0,2000,PARAS CHOUDHARY,Bihar,LAURIA,CPI(ML)(L),,633,M,7,1,0,FALSE,FALSE,0.65,69,0.07,,1
AEBR12960,12,0,2000,NARENDRA KUMAR SHARMA,Bihar,CHANPATIA,INC,,6921,M,7,1,0,FALSE,FALSE,6.7,5371,5.2,,1
AEBR12966,12,0,2000,RENU DEVI,Bihar,BETTIAH,BJP,,44897,F,1,1,1,FALSE,FALSE,32.61,10841,7.87,,1
AEBR12967,12,0,2000,MD. SHAMIM AKHTAR,Bihar,BETTIAH,IND,,34056,M,2,1,0,FALSE,FALSE,24.73,12582,9.14,,1
AEBR12971,12,0,2000,MANGAL YADAV,Bihar,BETTIAH,RJD,,3520,M,6,1,0,FALSE,FALSE,2.56,251,0.18,,1
AEBR12972,12,0,2000,VIKARMA SAH,Bihar,BETTIAH,BSP,,3269,M,7,1,0,FALSE,FALSE,2.37,552,0.4,,1
AEBR12974,12,0,2000,KAMRAN SHAIKH,Bihar,BETTIAH,INC,,2651,M,9,1,0,FALSE,FALSE,1.93,1676,1.22,,1
AEBR12986,12,0,2000,AMAR YADAV,Bihar,NAUTAN,IND,,15864,M,2,1,0,FALSE,FALSE,15.64,799,0.79,,1
AEBR12987,12,0,2000,RAMAKANT PRASAD,Bihar,NAUTAN,RJD,,15065,M,3,1,0,FALSE,FALSE,14.85,4190,4.13,,1
AEBR12991,12,0,2000,MD. MANJAR HASSAN,Bihar,NAUTAN,BSP,,3243,M,7,1,0,FALSE,FALSE,3.2,191,0.19,,1
AEBR12992,12,0,2000,PRAMOD PANDEY,Bihar,NAUTAN,INC,,3052,M,8,1,0,FALSE,FALSE,3.01,2004,1.98,,1
AEBR13009,12,0,2000,MAHENDRA PATEL,Bihar,RAXAUL,CPI(ML)(L),,711,M,7,1,0,FALSE,FALSE,0.66,299,0.28,,1
AEBR13010,12,0,2000,SHIVJI RAM,Bihar,RAXAUL,BSP,,412,M,8,1,0,FALSE,FALSE,0.38,27,0.02,,1
AEBR13024,12,0,2000,RAMA DEVI,Bihar,MOTIHARI,RJD,,78657,F,1,1,1,FALSE,FALSE,57.75,34567,25.38,,1
AEBR13025,12,0,2000,PRAMOD KUMAR,Bihar,MOTIHARI,BJP,,44090,M,2,1,0,FALSE,FALSE,32.37,38538,28.29,,1
AEBR13029,12,0,2000,RAM BACHAN TIWARI,Bihar,MOTIHARI,CPI(ML)(L),,968,M,6,1,0,FALSE,FALSE,0.71,164,0.12,,1
AEBR13032,12,0,2000,TARKESHWAR PRASAD,Bihar,MOTIHARI,INC,,497,M,9,1,0,FALSE,FALSE,0.36,290,0.21,,1
AEBR13042,12,0,2000,ABDUL HAFIZ ANSARI,Bihar,ADAPUR,JD(U),,8698,M,3,1,0,FALSE,FALSE,7.86,3850,3.48,,1
AEBR13043,12,0,2000,SATYA NARAIN RAI,Bihar,ADAPUR,SAP,,4848,M,4,1,0,FALSE,FALSE,4.38,2648,2.39,,1
AEBR13044,12,0,2000,VISHUNDEV RAI,Bihar,ADAPUR,CPI(ML)(L),,2200,M,5,1,0,FALSE,FALSE,1.99,503,0.45,,1
AEBR13047,12,0,2000,BHAGAT SINGH,Bihar,ADAPUR,CPI,,842,M,8,1,0,FALSE,FALSE,0.76,248,0.22,,1
AEBR13061,12,0,2000,MANOJ KUMAR SINGH,Bihar,DHAKA,RJD,,59948,M,1,1,1,FALSE,FALSE,43.45,6097,4.42,,1
AEBR13062,12,0,2000,AVANEESH KUMAR SINGH,Bihar,DHAKA,BJP,,53851,M,2,1,0,FALSE,FALSE,39.03,43464,31.5,,1
AEBR13064,12,0,2000,MD. SHAMIN ZAFAR,Bihar,DHAKA,INC,,6991,M,4,1,0,FALSE,FALSE,5.07,5410,3.92,,1
AEBR13065,12,0,2000,JITENDAR JHA,Bihar,DHAKA,CPI,,1581,M,5,1,0,FALSE,FALSE,1.15,357,0.26,,1
AEBR13071,12,0,2000,BHUNESHWAR HAJRA,Bihar,DHAKA,BSP,,371,M,11,1,0,FALSE,FALSE,0.27,195,0.14,,1
AEBR13079,12,0,2000,CHANDRADEO PRASAD,Bihar,GHORASAHAN,BSP,,7156,M,5,1,0,FALSE,FALSE,6.83,4291,4.1,,1
AEBR13080,12,0,2000,KAMLESHWARYADAV,Bihar,GHORASAHAN,INC,,2865,M,6,1,0,FALSE,FALSE,2.74,465,0.44,,1
AEBR13088,12,0,2000,RAJESH KUMAR ROSHAN ALIAS BABLU DEO,Bihar,MADHUBAN,SAP,,43476,M,2,1,0,FALSE,FALSE,34.29,27197,21.45,,1
AEBR13090,12,0,2000,CHANDRA BHOOSHAN JAYASWAL,Bihar,MADHUBAN,INC,,1091,M,4,1,0,FALSE,FALSE,0.86,558,0.44,,1
AEBR13091,12,0,2000,SUDHIR KUMAR SINGH,Bihar,MADHUBAN,BSP,,533,M,5,1,0,FALSE,FALSE,0.42,179,0.14,,1
AEBR13097,12,0,2000,SURENDRA KUMAR CHANDRA,Bihar,PIPRA,RJD,,34469,M,1,1,1,FALSE,FALSE,36.73,10767,11.47,,1
AEBR13098,12,0,2000,KRISNANANDAN PASWAN,Bihar,PIPRA,IND,,23702,M,2,1,0,FALSE,FALSE,25.26,2219,2.36,,1
AEBR13099,12,0,2000,MANOJ KUMAR,Bihar,PIPRA,BJP,,21483,M,3,1,0,FALSE,FALSE,22.89,11406,12.15,,1
AEBR13101,12,0,2000,BIDESHI RANJAN,Bihar,PIPRA,CPI,,1655,M,5,1,0,FALSE,FALSE,1.76,1041,1.11,,1
AEBR13114,12,0,2000,LAL BABU SAHANI,Bihar,KESARIYA,CPI,,10665,M,4,1,0,FALSE,FALSE,9.75,6268,5.73,,1
AEBR13119,12,0,2000,SURESH SINGH,Bihar,KESARIYA,INC,,2285,M,9,1,0,FALSE,FALSE,2.09,510,0.47,,1
AEBR13126,12,0,2000,SANJAY KUMAR,Bihar,KESARIYA,BSP,,278,M,16,1,0,FALSE,FALSE,0.25,0,0,,1
AEBR13128,12,0,2000,AWADHESH PD. KUSH.,Bihar,HARSIDHI,RJD,,47645,M,2,1,0,FALSE,FALSE,38.62,37102,30.07,,1
AEBR13130,12,0,2000,BISHWANATH YADAV,Bihar,HARSIDHI,CPI,,2757,M,4,1,0,FALSE,FALSE,2.23,1365,1.11,,1
AEBR13132,12,0,2000,PHULENA YADAV,Bihar,HARSIDHI,BSP,,509,M,6,1,0,FALSE,FALSE,0.41,342,0.28,,1
AEBR13134,12,0,2000,RAJAN TIWARI,Bihar,GOBINDGANJ,IND,,31702,M,1,1,1,FALSE,FALSE,29.18,3263,3,,1
AEBR13135,12,0,2000,BHUPENDRA NATH DUBEY,Bihar,GOBINDGANJ,SAP,,28439,M,2,1,0,FALSE,FALSE,26.18,1981,1.82,,1
AEBR13136,12,0,2000,SHURESH SAHANI,Bihar,GOBINDGANJ,RJD,,26458,M,3,1,0,FALSE,FALSE,24.35,9286,8.55,,1
AEBR13138,12,0,2000,YETENDRA KU. KASHYAP,Bihar,GOBINDGANJ,INC,,3739,M,5,1,0,FALSE,FALSE,3.44,3042,2.8,,1
AEBR13141,12,0,2000,KIRAN DEVI,Bihar,KATEYA,RJD,,50704,F,1,1,1,FALSE,FALSE,40.88,17156,13.83,,1
AEBR13142,12,0,2000,MAN DEO TIWARI,Bihar,KATEYA,BJP,,33548,M,2,1,0,FALSE,FALSE,27.05,18776,15.14,,1
AEBR13143,12,0,2000,TEJ PRAKASH SINGH,Bihar,KATEYA,BSP,,14772,M,3,1,0,FALSE,FALSE,11.91,3803,3.07,,1
AEBR13146,12,0,2000,RABINDER YADAV,Bihar,KATEYA,CPI(ML)(L),,1718,M,6,1,0,FALSE,FALSE,1.39,222,0.18,,1
AEBR13149,12,0,2000,RAMJEE UPADHYAY,Bihar,KATEYA,INC,,607,M,9,1,0,FALSE,FALSE,0.49,369,0.3,,1
AEBR13153,12,0,2000,RAM NARESH RAM,Bihar,BHORE,CPI(ML)(L),,20824,M,3,1,0,FALSE,FALSE,17.9,17711,15.22,,1
AEBR13155,12,0,2000,SHARMA RAM,Bihar,BHORE,BSP,,2680,M,5,1,0,FALSE,FALSE,2.3,259,0.22,,1
AEBR13163,12,0,2000,IMTEYAZ AHMAD,Bihar,MIRGANJ,BSP,,5646,M,5,1,0,FALSE,FALSE,5.2,3105,2.86,,1
AEBR13164,12,0,2000,MOHAN LAL SINGH,Bihar,MIRGANJ,INC,,2541,M,6,1,0,FALSE,FALSE,2.34,434,0.4,,1
AEBR13165,12,0,2000,LAL BAHADUR SINGH,Bihar,MIRGANJ,CPI(ML)(L),,2107,M,7,1,0,FALSE,FALSE,1.94,599,0.55,,1
AEBR13177,12,0,2000,SUBASH SINGH,Bihar,GOPALGANJ,BPSP,,19372,M,2,1,0,FALSE,FALSE,18.32,1535,1.45,,1
AEBR13179,12,0,2000,RAMCHANDRA YADAV,Bihar,GOPALGANJ,BSP,,8601,M,4,1,0,FALSE,FALSE,8.13,486,0.46,,1
AEBR13183,12,0,2000,SANJAY SINGH,Bihar,GOPALGANJ,INC,,2883,M,8,1,0,FALSE,FALSE,2.73,1279,1.21,,1
AEBR13187,12,0,2000,NURUL HASAN,Bihar,GOPALGANJ,CPI,,1111,M,12,1,0,FALSE,FALSE,1.05,547,0.52,,1
AEBR13194,12,0,2000,MD. NEMATULLAH,Bihar,BARAULI,RJD,,42360,M,2,1,0,FALSE,FALSE,36.65,36487,31.57,,1
AEBR13200,12,0,2000,KRISHNA VIHARI PRASAD YADAV,Bihar,BARAULI,CPI,,1009,M,8,1,0,FALSE,FALSE,0.87,672,0.58,,1
AEBR13203,12,0,2000,MANJEET KUMAR SINGH,Bihar,BAIKUNTHPUR,SAP,,60891,M,1,1,1,FALSE,FALSE,48.35,19928,15.83,,1
AEBR13207,12,0,2000,RADHA RAMAN SINGH,Bihar,BAIKUNTHPUR,INC,,1213,M,5,1,0,FALSE,FALSE,0.96,649,0.52,,1
AEBR13211,12,0,2000,ASARFI MANJHI,Bihar,BAIKUNTHPUR,BSP,,278,M,9,1,0,FALSE,FALSE,0.22,56,0.04,,1
AEBR13217,12,0,2000,KAMALDEO NA. SUKLA,Bihar,BASANTPUR,INC,,2008,M,3,1,0,FALSE,FALSE,1.47,1459,1.07,,1
AEBR13224,12,0,2000,DEO RANJAN SINGH,Bihar,GOREAKOTHI,BJP,,18084,M,3,1,0,FALSE,FALSE,15.57,5126,4.41,,1
AEBR13225,12,0,2000,A. FANTAH,Bihar,GOREAKOTHI,INC,,12958,M,4,1,0,FALSE,FALSE,11.16,2248,1.94,,1
AEBR13229,12,0,2000,CHATURGUN PRASAD,Bihar,GOREAKOTHI,BSP,,1387,M,8,1,0,FALSE,FALSE,1.19,334,0.29,,1
AEBR13230,12,0,2000,DHUV LAL PRASAD,Bihar,GOREAKOTHI,CPI(ML)(L),,1053,M,9,1,0,FALSE,FALSE,0.91,285,0.25,,1
AEBR13245,12,0,2000,WASI AHMAD,Bihar,SIWAN,BJP,,18696,M,2,1,0,FALSE,FALSE,13.69,13101,9.59,,1
AEBR13249,12,0,2000,KAUSHALYA DEVI,Bihar,SIWAN,CPI(ML)(L),,1036,F,6,1,0,FALSE,FALSE,0.76,642,0.47,,1
AEBR13250,12,0,2000,ANWAR,Bihar,SIWAN,INC,,394,M,7,1,0,FALSE,FALSE,0.29,188,0.14,,1
AEBR13258,12,0,2000,SHEO KUMAR MANJHI,Bihar,MAIRWA,JD(U),,16701,M,3,1,0,FALSE,FALSE,18.09,3125,3.39,,1
AEBR13260,12,0,2000,HARI LAL RAM,Bihar,MAIRWA,BSP,,1199,M,5,1,0,FALSE,FALSE,1.3,522,0.57,,1
AEBR13267,12,0,2000,SURENDAR,Bihar,DARAULI,BSP,,467,M,4,1,0,FALSE,FALSE,0.41,36,0.03,,1
AEBR13268,12,0,2000,SHASHI PRATAP SHAHI,Bihar,DARAULI,INC,,431,M,5,1,0,FALSE,FALSE,0.38,73,0.06,,1
AEBR13279,12,0,2000,M. AZAZUL HAQUE,Bihar,ZIRADEI,RJD,,75920,M,1,1,1,FALSE,FALSE,63.2,44920,37.39,,1
AEBR13280,12,0,2000,SHYAM BAHADUR SINGH,Bihar,ZIRADEI,SAP,,31000,M,2,1,0,FALSE,FALSE,25.81,20971,17.46,,1
AEBR13282,12,0,2000,RAMAKANT SINGH,Bihar,ZIRADEI,INC,,1280,M,4,1,0,FALSE,FALSE,1.07,629,0.52,,1
AEBR13284,12,0,2000,BHAGARASHAN SINGH PATEL,Bihar,ZIRADEI,CPI(ML)(L),,346,M,6,1,0,FALSE,FALSE,0.29,0,0,,1
AEBR13292,12,0,2000,UMASHANKAR SINGH (GOHPUR BAJARAHIYA),Bihar,MAHARAJGANJ,CPI,,4755,M,4,1,0,FALSE,FALSE,4.13,32,0.03,,1
AEBR13293,12,0,2000,PRADUMAN ROY,Bihar,MAHARAJGANJ,INC,,4723,M,5,1,0,FALSE,FALSE,4.1,3149,2.74,,1
AEBR13295,12,0,2000,AAZAN HIRDAY YADAV,Bihar,MAHARAJGANJ,BSP,,1373,M,7,1,0,FALSE,FALSE,1.19,1012,0.88,,1
AEBR13303,12,0,2000,BIKRAM KUNWAR,Bihar,RAGHUNATHPUR,RJD,,32064,M,2,1,0,FALSE,FALSE,29.74,16478,15.28,,1
AEBR13304,12,0,2000,DR. TRIBHUWAN SINGH,Bihar,RAGHUNATHPUR,SAP,,15586,M,3,1,0,FALSE,FALSE,14.45,5624,5.22,,1
AEBR13305,12,0,2000,JAYNATH,Bihar,RAGHUNATHPUR,CPI(ML)(L),,9962,M,4,1,0,FALSE,FALSE,9.24,178,0.17,,1
AEBR13309,12,0,2000,GANESH RAM,Bihar,RAGHUNATHPUR,BSP,,968,M,8,1,0,FALSE,FALSE,0.9,524,0.49,,1
AEBR13321,12,0,2000,SANJAY KUMAR SINGH,Bihar,MANJHI,BSP,,1361,M,7,1,0,FALSE,FALSE,1.26,603,0.56,,1
AEBR13323,12,0,2000,RAMPUKAR SAH,Bihar,MANJHI,CPI(ML)(L),,447,M,9,1,0,FALSE,FALSE,0.42,1,0,,1
AEBR13329,12,0,2000,MANORANJAN SINGH,Bihar,BANIAPUR,IND,,37926,M,1,1,1,FALSE,FALSE,35.33,2089,1.95,,1
AEBR13331,12,0,2000,BIRENDRA KUMAR OJHA,Bihar,BANIAPUR,SAP,,8719,M,3,1,0,FALSE,FALSE,8.12,925,0.86,,1
AEBR13338,12,0,2000,RAMCHHABILA RAM,Bihar,BANIAPUR,BSP,,899,M,10,1,0,FALSE,FALSE,0.84,150,0.14,,1
AEBR13347,12,0,2000,TARKESHWAR SINGH,Bihar,MASRAKH,RJD,,47301,M,1,1,1,FALSE,FALSE,50.57,10459,11.18,,1
AEBR13348,12,0,2000,KEDAR NATH SINGH,Bihar,MASRAKH,SAP,,36842,M,2,1,0,FALSE,FALSE,39.39,33020,35.31,,1
AEBR13350,12,0,2000,ABHISHEK KUMAR,Bihar,MASRAKH,BSP,,2716,M,4,1,0,FALSE,FALSE,2.9,1755,1.88,,1
AEBR13364,12,0,2000,MEGHNATH SINGH,Bihar,TARAIYA,CPI,,1010,M,6,1,0,FALSE,FALSE,0.92,352,0.32,,1
AEBR13366,12,0,2000,BHARAT BHUSHAN SINGH,Bihar,TARAIYA,INC,,630,M,8,1,0,FALSE,FALSE,0.57,233,0.21,,1
AEBR13367,12,0,2000,NAGENDRA PRASAD,Bihar,TARAIYA,BSP,,397,M,9,1,0,FALSE,FALSE,0.36,79,0.07,,1
AEBR13368,12,0,2000,SHAILENDRA KUMAR SINGH,Bihar,TARAIYA,SAP,,318,M,10,1,0,FALSE,FALSE,0.29,18,0.02,,1
AEBR13388,12,0,2000,JANARDAN SINGH SIGRIWAL,Bihar,JALALPUR,IND,,27408,M,1,1,1,FALSE,FALSE,23.58,1608,1.38,,1
AEBR13389,12,0,2000,RAMJAN ALI,Bihar,JALALPUR,SJP(R),,25800,M,2,1,0,FALSE,FALSE,22.19,4840,4.16,,1
AEBR13390,12,0,2000,MITHLESH KUMAR SINGH,Bihar,JALALPUR,SAP,,20960,M,3,1,0,FALSE,FALSE,18.03,8066,6.94,,1
AEBR13395,12,0,2000,NAGENDRA ROY,Bihar,JALALPUR,CPI,,4490,M,8,1,0,FALSE,FALSE,3.86,1691,1.45,,1
AEBR13397,12,0,2000,KRISHNA KUMAR SHARMA,Bihar,JALALPUR,BSP,,1656,M,10,1,0,FALSE,FALSE,1.42,1007,0.87,,1
AEBR13406,12,0,2000,JITENDRA KR. SINGH,Bihar,CHAPRA,INC,,2014,M,4,1,0,FALSE,FALSE,1.39,39,0.03,,1
AEBR13407,12,0,2000,SURENDRA PRASAD YADAV,Bihar,CHAPRA,CPI,,1975,M,5,1,0,FALSE,FALSE,1.36,1137,0.78,,1
AEBR13408,12,0,2000,CHANDRA BHUSHAN PRASAD,Bihar,CHAPRA,BSP,,838,M,6,1,0,FALSE,FALSE,0.58,421,0.29,,1
AEBR13424,12,0,2000,SHIVYAL DAS,Bihar,GARKHA,CPI,,3540,M,4,1,0,FALSE,FALSE,3.15,3297,2.93,,1
AEBR13425,12,0,2000,ARJUN RAM,Bihar,GARKHA,BSP,,243,M,5,1,0,FALSE,FALSE,0.22,12,0.01,,1
AEBR13433,12,0,2000,RAM NATH BIDHYARTHI,Bihar,PARSA,INC,,29071,M,2,1,0,FALSE,FALSE,22.6,18305,14.23,,1
AEBR13434,12,0,2000,BAIRISTOR RAI,Bihar,PARSA,BSP,,10766,M,3,1,0,FALSE,FALSE,8.37,4175,3.25,,1
AEBR13436,12,0,2000,TAPESHWAR SINGH,Bihar,PARSA,SAP,,6031,M,5,1,0,FALSE,FALSE,4.69,5550,4.32,,1
AEBR13445,12,0,2000,ASHOK SINGH,Bihar,SONEPUR,BSP,,3621,M,3,1,0,FALSE,FALSE,2.44,2735,1.84,,1
AEBR13446,12,0,2000,KARMU YADAV,Bihar,SONEPUR,INC,,886,M,4,1,0,FALSE,FALSE,0.6,444,0.3,,1
AEBR13454,12,0,2000,SHATRUDHAN TIWARI,Bihar,HAJIPUR,CPI,,2451,M,3,1,0,FALSE,FALSE,1.7,1255,0.87,,1
AEBR13455,12,0,2000,HARIWANSH NARAYAN SINGH,Bihar,HAJIPUR,INC,,1196,M,4,1,0,FALSE,FALSE,0.83,568,0.39,,1
AEBR13468,12,0,2000,UPENDRA PD. SINGH,Bihar,RAGHOPUR,INC,,785,M,4,1,0,FALSE,FALSE,0.57,153,0.11,,1
AEBR13470,12,0,2000,SURENDRA RAI,Bihar,RAGHOPUR,BSP,,429,M,6,1,0,FALSE,FALSE,0.31,5,0,,1
AEBR13474,12,1,2000,Rabri Devi,Bihar,RAGHOPUR,RJD,,108768,F,1,1,1,FALSE,FALSE,69.37,61817,39.43,,1
AEBR13475,12,0,2000,VEERA DEVI,Bihar,RAGHOPUR,IND,,23523,F,3,2,0,FALSE,FALSE,17.1,22738,16.53,,1
AEBR13475,12,1,2000,Veera Devi,Bihar,RAGHOPUR,JD(U),IND,46951,F,2,2,0,FALSE,FALSE,29.94,46527,29.67,,1
AEBR13483,12,0,2000,PRAYAG PRASAD SINGH,Bihar,MAHNAR,INC,,467,M,5,1,0,FALSE,FALSE,0.35,278,0.21,,1
AEBR13490,12,0,2000,RAM SURESH CHAUDHRY,Bihar,JANDAHA,CPI,,1160,M,6,1,0,FALSE,FALSE,0.84,34,0.02,,1
AEBR13491,12,0,2000,RAKESH NANDAN,Bihar,JANDAHA,INC,,1126,M,7,1,0,FALSE,FALSE,0.82,290,0.21,,1
AEBR13501,12,0,2000,VEERCHANDRA PASWAN,Bihar,PATEPUR,INC,,3305,M,3,1,0,FALSE,FALSE,2.82,1113,0.95,,1
AEBR13503,12,0,2000,UMESH BAITHA,Bihar,PATEPUR,CPI(ML)(L),,1433,M,5,1,0,FALSE,FALSE,1.22,590,0.5,,1
AEBR13505,12,0,2000,VIRENDRA RAJAK,Bihar,PATEPUR,BSP,,475,M,7,1,0,FALSE,FALSE,0.41,0,0,,1
AEBR13508,12,0,2000,SURENDRA PASWAN,Bihar,MAHUA,INC,,2723,M,3,1,0,FALSE,FALSE,2.29,1240,1.04,,1
AEBR13511,12,0,2000,BALENDAR DAS,Bihar,MAHUA,BSP,,654,M,6,1,0,FALSE,FALSE,0.55,123,0.1,,1
AEBR13514,12,0,2000,VIJAY SHUKAL,Bihar,LALGANJ,IND,,82406,M,1,1,1,FALSE,FALSE,62.15,52705,39.75,,1
AEBR13515,12,0,2000,RAJ KUMAR SAH,Bihar,LALGANJ,RJD,,29701,M,2,1,0,FALSE,FALSE,22.4,20836,15.71,,1
AEBR13518,12,0,2000,HARI KISHORE SINGH,Bihar,LALGANJ,INC,,2108,M,5,1,0,FALSE,FALSE,1.59,796,0.6,,1
AEBR13521,12,0,2000,RAJENDRA PD. YADAV,Bihar,LALGANJ,CPI,,769,M,8,1,0,FALSE,FALSE,0.58,492,0.37,,1
AEBR13533,12,0,2000,RAJKISHOR SINHA,Bihar,VAISHALI,JD(U),,18570,M,3,1,0,FALSE,FALSE,14.58,13103,10.29,,1
AEBR13548,12,0,2000,ANUNAY KUMAR SINGH,Bihar,PARU,INC,,30523,M,2,1,0,FALSE,FALSE,25.21,16456,13.59,,1
