pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAR81020,8,0,2009,ALO LIBANG,ST,Arunachal_Pradesh,TUTING YINGKIONG,NCP,,4827,M,1,2,FALSE,FALSE,53.52,1370,15.19,45,,2,2
AEAR81020,9,0,2014,ALOLIBANG,ST,Arunachal_Pradesh,TUTING YINGKIONG,INC,NCP,4834,M,1,2,TRUE,TRUE,51.53,364,3.88,50,,2,2
AEAR81023,9,0,2014,OJING TASING,ST,Arunachal_Pradesh,PANGIN,BJP,,5046,M,2,1,FALSE,FALSE,46.54,4921,45.38,34,,,1
AEAR81025,9,0,2014,KENTORINA,ST,Arunachal_Pradesh,NARI-KOYU,BJP,,3264,M,1,1,FALSE,FALSE,52.89,389,6.3,60,,1,1
AEAR81026,4,0,1990,TAKO EABI,,Arunachal_Pradesh,NARI-KOYU,JD,,1460,M,1,6,FALSE,FALSE,50.1,6,0.21,,,5,6
AEAR81026,5,0,1995,TAKO DABI,,Arunachal_Pradesh,NARI-KOYU,INC,JD,1947,M,1,6,TRUE,TRUE,49.86,221,5.66,,,5,6
AEAR81026,6,0,1999,TAKO DABI,,Arunachal_Pradesh,NARI-KOYU,INC,INC,2994,M,1,6,FALSE,TRUE,68,1591,36.13,,,5,6
AEAR81026,7,0,2004,TAKO DABI,ST,Arunachal_Pradesh,NARI-KOYU,INC,INC,1969,M,1,6,FALSE,TRUE,40.18,215,4.39,48,,5,6
AEAR81026,8,0,2009,TAKO DABI,ST,Arunachal_Pradesh,NARI-KOYU,INC,INC,3398,M,1,6,FALSE,TRUE,56.13,742,12.26,53,,5,6
AEAR81026,9,0,2014,TAKODABI,ST,Arunachal_Pradesh,NARI-KOYU,INC,INC,2875,M,2,6,FALSE,TRUE,46.59,2843,46.07,57,,5,6
AEAR81027,9,0,2014,TATUNG JAMOH,ST,Arunachal_Pradesh,PASIGHAT WEST,INC,,5589,M,1,1,FALSE,FALSE,53.35,834,7.96,51,,1,1
AEAR81028,6,0,1999,TANGOR TAPAK,,Arunachal_Pradesh,PASIGHAT WEST,INC,,3759,M,1,4,FALSE,FALSE,48.84,1463,19.01,,,2,4
AEAR81028,7,0,2004,TANGOR TAPAK,ST,Arunachal_Pradesh,PASIGHAT WEST,BJP,INC,3651,M,2,4,TRUE,TRUE,42.73,0,0,42,,2,4
AEAR81028,8,0,2009,DR. TANGOR TAPAK,ST,Arunachal_Pradesh,PASIGHAT WEST,BJP,BJP,5529,M,1,4,FALSE,FALSE,53.18,661,6.36,47,,2,4
AEAR81028,9,0,2014,TANGORTAPAK,ST,Arunachal_Pradesh,PASIGHAT WEST,BJP,BJP,4755,M,2,4,FALSE,TRUE,45.39,4623,44.13,52,,2,4
AEAR81029,8,0,2009,KALING MOYONG,ST,Arunachal_Pradesh,PASIGHAT EAST,NCP,,5683,M,2,2,FALSE,FALSE,38.09,5354,35.88,38,,1,2
AEAR81029,9,0,2014,KALINGMOYONG,ST,Arunachal_Pradesh,PASIGHAT EAST,BJP,NCP,7664,M,1,2,TRUE,FALSE,49.72,50,0.32,43,,1,2
AEAR81030,6,0,1999,BOSIRAM SIRAM,,Arunachal_Pradesh,PASIGHAT EAST,BJP,,4350,M,2,4,FALSE,FALSE,40.15,4168,38.47,,,2,4
AEAR81030,7,0,2004,BOSIRAM SIRAM,ST,Arunachal_Pradesh,PASIGHAT EAST,BJP,BJP,5267,M,1,4,FALSE,FALSE,47.38,1122,10.09,38,,2,4
AEAR81030,8,0,2009,BOSIRAM SIRAM,ST,Arunachal_Pradesh,PASIGHAT EAST,INC,BJP,8908,M,1,4,TRUE,TRUE,59.71,3225,21.62,43,,2,4
AEAR81030,9,0,2014,BOSIRAMSIRAM,ST,Arunachal_Pradesh,PASIGHAT EAST,INC,INC,7614,M,2,4,FALSE,TRUE,49.39,7477,48.5,48,,2,4
AEAR81031,4,0,1990,LOMBO TAYENG,,Arunachal_Pradesh,MEBO,INC,,2232,M,1,6,FALSE,FALSE,46.48,416,8.66,,,5,6
AEAR81031,5,0,1995,LOMBO TAYENG,,Arunachal_Pradesh,MEBO,INC,INC,2772,M,1,6,FALSE,TRUE,48.08,900,15.61,,,5,6
AEAR81031,6,0,1999,LOMBO TAYENG,,Arunachal_Pradesh,MEBO,INC,INC,3612,M,1,6,FALSE,TRUE,56.32,1220,19.02,,,5,6
AEAR81031,7,0,2004,LOMBO TAYENG,ST,Arunachal_Pradesh,MEBO,INC,INC,3607,M,1,6,FALSE,TRUE,50.82,117,1.65,40,,5,6
AEAR81031,8,0,2009,LOMBO TAYENG,ST,Arunachal_Pradesh,MEBO,INC,INC,4555,M,2,6,FALSE,TRUE,46.97,0,0,45,,5,6
AEAR81031,9,0,2014,LOMBOTAYENG,ST,Arunachal_Pradesh,MEBO,INC,INC,1,M,1,6,FALSE,FALSE,100,1,100,50,,5,6
AEAR81033,5,0,1995,J.K. PANGGENG,,Arunachal_Pradesh,MARIYANG-GEKU,IND,,2501,M,2,5,FALSE,FALSE,33.56,1795,24.09,,,2,5
AEAR81033,6,0,1999,J.K. PANGGENG,,Arunachal_Pradesh,MARIYANG-GEKU,AC,IND,2813,M,2,5,FALSE,FALSE,38.19,1438,19.52,,,2,5
AEAR81033,7,0,2004,J.K. PANGGENG,ST,Arunachal_Pradesh,MARIYANG-GEKU,AC,AC,4376,M,1,5,FALSE,FALSE,50.88,1885,21.92,51,,2,5
AEAR81033,8,0,2009,J K PANGGENG,ST,Arunachal_Pradesh,MARIYANG-GEKU,INC,AC,4165,M,1,5,TRUE,TRUE,44.05,1280,13.54,58,,2,5
AEAR81033,9,0,2014,J. K. PANGGENG,ST,Arunachal_Pradesh,MARIYANG-GEKU,INC,INC,4189,M,2,5,FALSE,TRUE,45.9,3868,42.38,63,,2,5
AEAR81034,9,0,2014,THOMAS BORANG,ST,Arunachal_Pradesh,MARIYANG-GEKU,PPA,,321,M,3,1,FALSE,FALSE,3.52,90,0.99,43,,,1
AEAR81038,8,0,2009,ERI TAYU,ST,Arunachal_Pradesh,ANINI,NCP,,1649,M,2,2,FALSE,FALSE,48.8,0,0,41,,,2
AEAR81038,9,0,2014,ERITAYU,ST,Arunachal_Pradesh,ANINI,BJP,NCP,1637,M,2,2,TRUE,FALSE,46.77,1603,45.8,45,,,2
AEAR81039,8,1,2013,Smt. Gum Tayeng,,Arunachal_Pradesh,DAMBUK,INC,,0,F,1,2,FALSE,FALSE,,0,,,,2,2
AEAR81039,9,0,2014,GUMTAYENG,ST,Arunachal_Pradesh,DAMBUK,INC,INC,5473,F,1,2,FALSE,TRUE,55.01,1189,11.95,70,,2,2
AEAR81042,9,0,2014,MUTCHUMITHI,ST,Arunachal_Pradesh,ROING,INC,,5434,M,1,1,FALSE,FALSE,56.14,2185,22.57,36,,1,1
AEAR81043,8,0,2009,SHRI LAETA UMBREY,ST,Arunachal_Pradesh,ROING,AITC,,5170,M,1,2,FALSE,FALSE,54.38,833,8.76,53,,1,2
AEAR81043,9,0,2014,LAETAUMBREY,ST,Arunachal_Pradesh,ROING,PPA,AITC,3249,M,2,2,TRUE,TRUE,33.57,2344,24.22,57,,1,2
AEAR81044,9,0,2014,MALOLINGGI,ST,Arunachal_Pradesh,ROING,BJP,,905,M,3,1,FALSE,FALSE,9.35,814,8.41,31,,,1
AEAR81045,9,0,2014,DR. MOHESH CHAI,ST,Arunachal_Pradesh,TEZU,BJP,,7147,M,1,1,FALSE,FALSE,50.98,481,3.43,41,,1,1
AEAR81046,6,0,1999,KARIKHO KRI,,Arunachal_Pradesh,TEZU,IND,,3089,M,2,4,FALSE,FALSE,35.04,1847,20.95,,,2,4
